"x"	"y"	"pointID"	"ancID"	"anc.x"	"anc.y"	"lake"
-847472.096551728	2099742.81428258	6	1	-847460.644095713	2099598.81457591	"CRT"
-847445.00502414	2099498.71406353	7	1	-847460.644095713	2099598.81457591	"CRT"
-847441.878168539	2099602.07785515	8	1	-847460.644095713	2099598.81457591	"CRT"
-847452.504173278	2099597.60545387	9	1	-847460.644095713	2099598.81457591	"CRT"
-847437.727652085	2099645.86029578	10	1	-847460.644095713	2099598.81457591	"CRT"
-847446.605808947	2099599.36614133	11	1	-847460.644095713	2099598.81457591	"CRT"
-847376.89897174	2099568.7464586	12	1	-847460.644095713	2099598.81457591	"CRT"
-847463.339046571	2099574.51769386	13	1	-847460.644095713	2099598.81457591	"CRT"
-847365.883820152	2099495.6505399	14	1	-847460.644095713	2099598.81457591	"CRT"
-847430.808216194	2099556.83430919	15	1	-847460.644095713	2099598.81457591	"CRT"
-847427.026366544	2099611.91787679	16	1	-847460.644095713	2099598.81457591	"CRT"
-847467.162997723	2099574.93590478	17	1	-847460.644095713	2099598.81457591	"CRT"
-847457.672874056	2099593.94304417	18	1	-847460.644095713	2099598.81457591	"CRT"
-847398.442115845	2099626.25530661	19	1	-847460.644095713	2099598.81457591	"CRT"
-847416.662346041	2099736.86075583	20	1	-847460.644095713	2099598.81457591	"CRT"
-847432.620516783	2099590.83575166	21	1	-847460.644095713	2099598.81457591	"CRT"
-847461.852712814	2099571.07161867	22	1	-847460.644095713	2099598.81457591	"CRT"
-847423.963266904	2099697.52362061	23	1	-847460.644095713	2099598.81457591	"CRT"
-847420.330836268	2099468.86972675	24	1	-847460.644095713	2099598.81457591	"CRT"
-847463.085247787	2099491.88378706	25	1	-847460.644095713	2099598.81457591	"CRT"
-847421.406676819	2099569.76706532	26	1	-847460.644095713	2099598.81457591	"CRT"
-847463.085627398	2099585.75394106	27	1	-847460.644095713	2099598.81457591	"CRT"
-847423.609979438	2099704.39173813	28	1	-847460.644095713	2099598.81457591	"CRT"
-847448.813219959	2099504.53867746	29	1	-847460.644095713	2099598.81457591	"CRT"
-847423.492492022	2099610.15272954	30	1	-847460.644095713	2099598.81457591	"CRT"
-847425.458026666	2099585.72507348	31	1	-847460.644095713	2099598.81457591	"CRT"
-847444.112374545	2099606.37449846	32	1	-847460.644095713	2099598.81457591	"CRT"
-847476.69371154	2099525.84846484	33	1	-847460.644095713	2099598.81457591	"CRT"
-847411.277675022	2099616.78418725	34	1	-847460.644095713	2099598.81457591	"CRT"
-847455.169978609	2099569.23500102	35	1	-847460.644095713	2099598.81457591	"CRT"
-847452.766440679	2099571.60766231	36	1	-847460.644095713	2099598.81457591	"CRT"
-847438.553901274	2099447.64060553	37	1	-847460.644095713	2099598.81457591	"CRT"
-847458.060692312	2099468.38301897	38	1	-847460.644095713	2099598.81457591	"CRT"
-847443.081153367	2099578.22736149	39	1	-847460.644095713	2099598.81457591	"CRT"
-847335.533119724	2099619.78602457	40	1	-847460.644095713	2099598.81457591	"CRT"
-847428.801256166	2099590.7606028	41	1	-847460.644095713	2099598.81457591	"CRT"
-847455.155323425	2099544.46025112	42	1	-847460.644095713	2099598.81457591	"CRT"
-847456.87957159	2099599.53303263	43	1	-847460.644095713	2099598.81457591	"CRT"
-847651.783920128	2099676.57476742	1	2	-847638.709561452	2099694.93612426	"CRT"
-847649.356551144	2099774.76575215	2	2	-847638.709561452	2099694.93612426	"CRT"
-847680.403096351	2099707.11102194	3	2	-847638.709561452	2099694.93612426	"CRT"
-847637.879521598	2099751.04240346	4	2	-847638.709561452	2099694.93612426	"CRT"
-847665.894592153	2099666.56302364	5	2	-847638.709561452	2099694.93612426	"CRT"
-847647.157228536	2099715.17372347	6	2	-847638.709561452	2099694.93612426	"CRT"
-847692.787904751	2099656.52393082	7	2	-847638.709561452	2099694.93612426	"CRT"
-847627.001414973	2099749.88611912	8	2	-847638.709561452	2099694.93612426	"CRT"
-847634.19229778	2099787.65453626	9	2	-847638.709561452	2099694.93612426	"CRT"
-847669.420829963	2099678.25189386	10	2	-847638.709561452	2099694.93612426	"CRT"
-847653.886802729	2099708.96297742	11	2	-847638.709561452	2099694.93612426	"CRT"
-847638.274440136	2099713.10628345	12	2	-847638.709561452	2099694.93612426	"CRT"
-847639.672383179	2099707.25423438	13	2	-847638.709561452	2099694.93612426	"CRT"
-847708.933547072	2099552.20013719	14	2	-847638.709561452	2099694.93612426	"CRT"
-847627.451482055	2099742.17274125	15	2	-847638.709561452	2099694.93612426	"CRT"
-847644.190707185	2099743.46101447	16	2	-847638.709561452	2099694.93612426	"CRT"
-847683.991353798	2099664.81620363	17	2	-847638.709561452	2099694.93612426	"CRT"
-847705.440663974	2099682.1205834	18	2	-847638.709561452	2099694.93612426	"CRT"
-847634.609819989	2099710.56767581	19	2	-847638.709561452	2099694.93612426	"CRT"
-847667.361052799	2099709.00627361	20	2	-847638.709561452	2099694.93612426	"CRT"
-847654.066468093	2099704.63232352	21	2	-847638.709561452	2099694.93612426	"CRT"
-847615.113886281	2099841.47201676	22	2	-847638.709561452	2099694.93612426	"CRT"
-847734.512133203	2099682.14700784	23	2	-847638.709561452	2099694.93612426	"CRT"
-847648.945050905	2099691.54390559	24	2	-847638.709561452	2099694.93612426	"CRT"
-847637.555074526	2099718.22780304	25	2	-847638.709561452	2099694.93612426	"CRT"
-847713.789591194	2099757.02197256	26	2	-847638.709561452	2099694.93612426	"CRT"
-847648.266422365	2099792.72006982	27	2	-847638.709561452	2099694.93612426	"CRT"
-847629.686348053	2099829.05913292	28	2	-847638.709561452	2099694.93612426	"CRT"
-847726.581118534	2099687.07133442	29	2	-847638.709561452	2099694.93612426	"CRT"
-847653.086918879	2099717.1271542	30	2	-847638.709561452	2099694.93612426	"CRT"
-847649.562057898	2099707.90432433	31	2	-847638.709561452	2099694.93612426	"CRT"
-847766.562065767	2099625.53721773	32	2	-847638.709561452	2099694.93612426	"CRT"
-847678.975809196	2099611.42245126	33	2	-847638.709561452	2099694.93612426	"CRT"
-847654.6595372	2099706.82169202	34	2	-847638.709561452	2099694.93612426	"CRT"
-847648.332513579	2099791.61379134	35	2	-847638.709561452	2099694.93612426	"CRT"
-847717.529340287	2099703.01331979	36	2	-847638.709561452	2099694.93612426	"CRT"
-847643.722685274	2099708.31371348	37	2	-847638.709561452	2099694.93612426	"CRT"
-847648.073287795	2099672.85094787	38	2	-847638.709561452	2099694.93612426	"CRT"
-847686.508130601	2099814.44065791	39	2	-847638.709561452	2099694.93612426	"CRT"
-847682.738713569	2099784.36591101	40	2	-847638.709561452	2099694.93612426	"CRT"
-847635.779516333	2099739.03945038	41	2	-847638.709561452	2099694.93612426	"CRT"
-847676.431460616	2099711.88811483	42	2	-847638.709561452	2099694.93612426	"CRT"
-847688.355931624	2099696.11984655	43	2	-847638.709561452	2099694.93612426	"CRT"
-847643.614152403	2099690.61685026	44	2	-847638.709561452	2099694.93612426	"CRT"
-847649.385315898	2099707.59289037	45	2	-847638.709561452	2099694.93612426	"CRT"
-847645.318422174	2099567.23300406	46	2	-847638.709561452	2099694.93612426	"CRT"
-847766.47669667	2099682.30520211	47	2	-847638.709561452	2099694.93612426	"CRT"
-847646.07727279	2099697.60064588	48	2	-847638.709561452	2099694.93612426	"CRT"
-847481.809270485	2099412.91788778	1	3	-847596.009373992	2099554.49728735	"CRT"
-847606.877354199	2099532.82525077	2	3	-847596.009373992	2099554.49728735	"CRT"
-847691.273860872	2099500.57407304	3	3	-847596.009373992	2099554.49728735	"CRT"
-847595.651721065	2099454.28034311	4	3	-847596.009373992	2099554.49728735	"CRT"
-847665.138170989	2099546.30181924	5	3	-847596.009373992	2099554.49728735	"CRT"
-847560.803636633	2099538.08859132	6	3	-847596.009373992	2099554.49728735	"CRT"
-847593.291504963	2099543.87666873	7	3	-847596.009373992	2099554.49728735	"CRT"
-847695.142325626	2099530.16762977	8	3	-847596.009373992	2099554.49728735	"CRT"
-847566.752610082	2099449.17199431	9	3	-847596.009373992	2099554.49728735	"CRT"
-847591.123872712	2099548.40383101	10	3	-847596.009373992	2099554.49728735	"CRT"
-847593.773278844	2099549.50734369	11	3	-847596.009373992	2099554.49728735	"CRT"
-847463.195640364	2099571.54240389	12	3	-847596.009373992	2099554.49728735	"CRT"
-847590.997481858	2099430.0661026	13	3	-847596.009373992	2099554.49728735	"CRT"
-847589.129726288	2099547.5953969	14	3	-847596.009373992	2099554.49728735	"CRT"
-847598.962866767	2099554.67356921	15	3	-847596.009373992	2099554.49728735	"CRT"
-847668.232867467	2099559.91741104	16	3	-847596.009373992	2099554.49728735	"CRT"
-847595.43571438	2099547.69237391	17	3	-847596.009373992	2099554.49728735	"CRT"
-847611.850972799	2099429.15991183	18	3	-847596.009373992	2099554.49728735	"CRT"
-847589.946365618	2099543.19334785	19	3	-847596.009373992	2099554.49728735	"CRT"
-847579.893914275	2099468.31323764	20	3	-847596.009373992	2099554.49728735	"CRT"
-847653.372491658	2099580.82825395	21	3	-847596.009373992	2099554.49728735	"CRT"
-847609.309571515	2099552.02733665	22	3	-847596.009373992	2099554.49728735	"CRT"
-847601.228293014	2099548.27746509	23	3	-847596.009373992	2099554.49728735	"CRT"
-847588.502395611	2099525.68568077	24	3	-847596.009373992	2099554.49728735	"CRT"
-847621.760328284	2099404.41695273	25	3	-847596.009373992	2099554.49728735	"CRT"
-847593.125816971	2099483.02817724	26	3	-847596.009373992	2099554.49728735	"CRT"
-847725.948547369	2099529.58172048	27	3	-847596.009373992	2099554.49728735	"CRT"
-847618.289027791	2099457.51930255	28	3	-847596.009373992	2099554.49728735	"CRT"
-847603.912785536	2099418.22590876	29	3	-847596.009373992	2099554.49728735	"CRT"
-847742.805655336	2099568.95107273	30	3	-847596.009373992	2099554.49728735	"CRT"
-847605.947696863	2099524.43479273	31	3	-847596.009373992	2099554.49728735	"CRT"
-847583.850616109	2099420.51075622	32	3	-847596.009373992	2099554.49728735	"CRT"
-847476.647207277	2099566.13237051	33	3	-847596.009373992	2099554.49728735	"CRT"
-847643.618460825	2099562.25303712	34	3	-847596.009373992	2099554.49728735	"CRT"
-847497.027334207	2099741.80529009	1	4	-847501.238599654	2099742.79765863	"CRT"
-847493.290012421	2099752.81724704	2	4	-847501.238599654	2099742.79765863	"CRT"
-847537.562138948	2099844.04900767	3	4	-847501.238599654	2099742.79765863	"CRT"
-847499.684030584	2099762.63048809	4	4	-847501.238599654	2099742.79765863	"CRT"
-847511.853976095	2099764.3757041	5	4	-847501.238599654	2099742.79765863	"CRT"
-847584.311514974	2099827.06129304	6	4	-847501.238599654	2099742.79765863	"CRT"
-847525.222045649	2099896.44258806	7	4	-847501.238599654	2099742.79765863	"CRT"
-847562.974240046	2099767.73350751	8	4	-847501.238599654	2099742.79765863	"CRT"
-847512.526017568	2099758.29229303	9	4	-847501.238599654	2099742.79765863	"CRT"
-847643.371682111	2099678.69319486	10	4	-847501.238599654	2099742.79765863	"CRT"
-847386.663775005	2099715.49370756	11	4	-847501.238599654	2099742.79765863	"CRT"
-847459.615334896	2099709.85272069	12	4	-847501.238599654	2099742.79765863	"CRT"
-847471.591247415	2099861.73678882	13	4	-847501.238599654	2099742.79765863	"CRT"
-847505.55329675	2099832.61862374	14	4	-847501.238599654	2099742.79765863	"CRT"
-847552.862496327	2099771.97414366	15	4	-847501.238599654	2099742.79765863	"CRT"
-847505.125860426	2099758.18244961	16	4	-847501.238599654	2099742.79765863	"CRT"
-847493.990164654	2099773.40332558	17	4	-847501.238599654	2099742.79765863	"CRT"
-847474.088083187	2099818.42007375	18	4	-847501.238599654	2099742.79765863	"CRT"
-847508.291125018	2099768.92375146	19	4	-847501.238599654	2099742.79765863	"CRT"
-847452.69157795	2099730.7505138	20	4	-847501.238599654	2099742.79765863	"CRT"
-847464.160282298	2099715.8526478	21	4	-847501.238599654	2099742.79765863	"CRT"
-847488.277406937	2099747.00032004	22	4	-847501.238599654	2099742.79765863	"CRT"
-847611.94669177	2099773.13364254	23	4	-847501.238599654	2099742.79765863	"CRT"
-847484.783578903	2099744.63536611	24	4	-847501.238599654	2099742.79765863	"CRT"
-847394.714698056	2099852.49131158	25	4	-847501.238599654	2099742.79765863	"CRT"
-847457.23068709	2099740.50813485	26	4	-847501.238599654	2099742.79765863	"CRT"
-847487.515506123	2099765.43934831	27	4	-847501.238599654	2099742.79765863	"CRT"
-847459.859013876	2099774.26733605	28	4	-847501.238599654	2099742.79765863	"CRT"
-847504.086267851	2099769.25392856	29	4	-847501.238599654	2099742.79765863	"CRT"
-847505.930581274	2099763.34132939	30	4	-847501.238599654	2099742.79765863	"CRT"
-847508.06678378	2099750.40252742	31	4	-847501.238599654	2099742.79765863	"CRT"
-847382.169412818	2099801.01973041	32	4	-847501.238599654	2099742.79765863	"CRT"
-847469.957679936	2099890.29188166	33	4	-847501.238599654	2099742.79765863	"CRT"
-847502.930877611	2099791.6661591	34	4	-847501.238599654	2099742.79765863	"CRT"
-847371.172421947	2099755.18291111	35	4	-847501.238599654	2099742.79765863	"CRT"
-847485.558689086	2099741.71545962	36	4	-847501.238599654	2099742.79765863	"CRT"
-847490.850017614	2099765.93122606	37	4	-847501.238599654	2099742.79765863	"CRT"
-847489.74118087	2099748.14302864	38	4	-847501.238599654	2099742.79765863	"CRT"
-847384.15329952	2099887.40300238	39	4	-847501.238599654	2099742.79765863	"CRT"
-847477.448684742	2099764.44302497	40	4	-847501.238599654	2099742.79765863	"CRT"
-847476.911311973	2099743.33855486	41	4	-847501.238599654	2099742.79765863	"CRT"
-849468.660222067	2087398.06896593	1	1	-849527.372604958	2087280.80174039	"GLC"
-849412.020168864	2087294.3377958	2	1	-849527.372604958	2087280.80174039	"GLC"
-849542.064478021	2087302.05756674	3	1	-849527.372604958	2087280.80174039	"GLC"
-849519.144126327	2087310.71910384	4	1	-849527.372604958	2087280.80174039	"GLC"
-849368.065328826	2087363.35095438	5	1	-849527.372604958	2087280.80174039	"GLC"
-849362.651427396	2087279.83486733	6	1	-849527.372604958	2087280.80174039	"GLC"
-849601.393748565	2087306.84483787	7	1	-849527.372604958	2087280.80174039	"GLC"
-849513.014824162	2087299.60123876	8	1	-849527.372604958	2087280.80174039	"GLC"
-849545.356545603	2087301.9489878	9	1	-849527.372604958	2087280.80174039	"GLC"
-849415.428663702	2087238.54418621	10	1	-849527.372604958	2087280.80174039	"GLC"
-849568.174951992	2087424.55232959	11	1	-849527.372604958	2087280.80174039	"GLC"
-849317.510071238	2087272.65899001	12	1	-849527.372604958	2087280.80174039	"GLC"
-849514.124274018	2087284.44069659	13	1	-849527.372604958	2087280.80174039	"GLC"
-849508.129418248	2087303.14368043	14	1	-849527.372604958	2087280.80174039	"GLC"
-849507.14690433	2087292.87236194	15	1	-849527.372604958	2087280.80174039	"GLC"
-849726.439043524	2087310.26338129	16	1	-849527.372604958	2087280.80174039	"GLC"
-849676.247130546	2087332.35593224	17	1	-849527.372604958	2087280.80174039	"GLC"
-849454.654558398	2087254.95481222	18	1	-849527.372604958	2087280.80174039	"GLC"
-849516.053203407	2087412.80410684	19	1	-849527.372604958	2087280.80174039	"GLC"
-849360.998873229	2087252.77744044	20	1	-849527.372604958	2087280.80174039	"GLC"
-849568.413485755	2087305.94635697	21	1	-849527.372604958	2087280.80174039	"GLC"
-849533.425403459	2087303.62576866	22	1	-849527.372604958	2087280.80174039	"GLC"
